relative_path,archive_path,local_size_bytes,archive_size_bytes,local_crc32,archive_crc32,status
Signals/DATA A/A33/A33_R6_onlineT.gdf,BCI Database/Signals/DATA A/A33/A33_R6_onlineT.gdf,59000512,59000512,b68be204,b68be204,match
Signals/DATA A/A33/classifier_A33.xml,BCI Database/Signals/DATA A/A33/classifier_A33.xml,995,995,79a5e60f,79a5e60f,match
Signals/DATA A/A33/csp-spatial-filter_A33.xml,BCI Database/Signals/DATA A/A33/csp-spatial-filter_A33.xml,2532,2532,be34dfe0,be34dfe0,match
Signals/DATA A/A33/frequency-band-selected_A33.csv,BCI Database/Signals/DATA A/A33/frequency-band-selected_A33.csv,9971,9971,814cf438,814cf438,match
Signals/DATA A/A33/frequency-band-selected_A33.xml,BCI Database/Signals/DATA A/A33/frequency-band-selected_A33.xml,577,577,5cca4487,5cca4487,match
Signals/DATA A/A34/A34_CE_baseline.gdf,BCI Database/Signals/DATA A/A34/A34_CE_baseline.gdf,24527154,24527154,30d9da93,30d9da93,match
Signals/DATA A/A34/A34_OE_baseline.gdf,BCI Database/Signals/DATA A/A34/A34_OE_baseline.gdf,24527154,24527154,dbef877b,dbef877b,match
Signals/DATA A/A34/A34_R1_acquisition.gdf,BCI Database/Signals/DATA A/A34/A34_R1_acquisition.gdf,59000512,59000512,8578e05c,8578e05c,match
Signals/DATA A/A34/A34_R2_acquisition.gdf,BCI Database/Signals/DATA A/A34/A34_R2_acquisition.gdf,59000512,59000512,56f67aa8,56f67aa8,match
Signals/DATA A/A34/A34_R3_onlineT.gdf,BCI Database/Signals/DATA A/A34/A34_R3_onlineT.gdf,59000512,59000512,ec8583ab,ec8583ab,match
Signals/DATA A/A34/A34_R4_onlineT.gdf,BCI Database/Signals/DATA A/A34/A34_R4_onlineT.gdf,59000512,59000512,fe472c57,fe472c57,match
Signals/DATA A/A34/A34_R5_onlineT.gdf,BCI Database/Signals/DATA A/A34/A34_R5_onlineT.gdf,59000512,59000512,65f85a20,65f85a20,match
Signals/DATA A/A34/A34_R6_onlineT.gdf,BCI Database/Signals/DATA A/A34/A34_R6_onlineT.gdf,59000512,59000512,3c00e070,3c00e070,match
Signals/DATA A/A34/classifier_A34.xml,BCI Database/Signals/DATA A/A34/classifier_A34.xml,997,997,9dd2e2e6,9dd2e2e6,match
Signals/DATA A/A34/csp-spatial-filter_A34.xml,BCI Database/Signals/DATA A/A34/csp-spatial-filter_A34.xml,2533,2533,267c7c69,267c7c69,match
Signals/DATA A/A34/frequency-band-selected_A34.csv,BCI Database/Signals/DATA A/A34/frequency-band-selected_A34.csv,9967,9967,6ac92cd5,6ac92cd5,match
Signals/DATA A/A34/frequency-band-selected_A34.xml,BCI Database/Signals/DATA A/A34/frequency-band-selected_A34.xml,577,577,418f357b,418f357b,match
Signals/DATA A/A35/A35_CE_baseline.gdf,BCI Database/Signals/DATA A/A35/A35_CE_baseline.gdf,24527154,24527154,64e6c9c0,64e6c9c0,match
Signals/DATA A/A35/A35_OE_baseline.gdf,BCI Database/Signals/DATA A/A35/A35_OE_baseline.gdf,24527154,24527154,25b1d2cc,25b1d2cc,match
Signals/DATA A/A35/A35_R1_acquisition.gdf,BCI Database/Signals/DATA A/A35/A35_R1_acquisition.gdf,59000512,59000512,970bfd70,970bfd70,match
Signals/DATA A/A35/A35_R2_acquisition.gdf,BCI Database/Signals/DATA A/A35/A35_R2_acquisition.gdf,59000512,59000512,5e51a628,5e51a628,match
Signals/DATA A/A35/A35_R3_onlineT.gdf,BCI Database/Signals/DATA A/A35/A35_R3_onlineT.gdf,59000512,59000512,e17be3fc,e17be3fc,match
Signals/DATA A/A35/A35_R4_onlineT.gdf,BCI Database/Signals/DATA A/A35/A35_R4_onlineT.gdf,59000512,59000512,244743ca,244743ca,match
Signals/DATA A/A35/A35_R5_onlineT.gdf,BCI Database/Signals/DATA A/A35/A35_R5_onlineT.gdf,59000512,59000512,9cfd5d1f,9cfd5d1f,match
Signals/DATA A/A35/A35_R6_onlineT.gdf,BCI Database/Signals/DATA A/A35/A35_R6_onlineT.gdf,59000512,59000512,9e3f0703,9e3f0703,match
Signals/DATA A/A35/classifier_A35.xml,BCI Database/Signals/DATA A/A35/classifier_A35.xml,996,996,f8bf30a8,f8bf30a8,match
Signals/DATA A/A35/csp-spatial-filter_A35.xml,BCI Database/Signals/DATA A/A35/csp-spatial-filter_A35.xml,2524,2524,c8d827ce,c8d827ce,match
Signals/DATA A/A35/frequency-band-selected_A35.csv,BCI Database/Signals/DATA A/A35/frequency-band-selected_A35.csv,9948,9948,d2318a17,d2318a17,match
Signals/DATA A/A35/frequency-band-selected_A35.xml,BCI Database/Signals/DATA A/A35/frequency-band-selected_A35.xml,576,576,fcb0b99a,fcb0b99a,match
Signals/DATA A/A36/A36_CE_baseline.gdf,BCI Database/Signals/DATA A/A36/A36_CE_baseline.gdf,24527154,24527154,3ce86689,3ce86689,match
Signals/DATA A/A36/A36_OE_baseline.gdf,BCI Database/Signals/DATA A/A36/A36_OE_baseline.gdf,24527154,24527154,2ba62bd7,2ba62bd7,match
Signals/DATA A/A36/A36_R1_acquisition.gdf,BCI Database/Signals/DATA A/A36/A36_R1_acquisition.gdf,59000512,59000512,2c89dc08,2c89dc08,match
Signals/DATA A/A36/A36_R2_acquisition.gdf,BCI Database/Signals/DATA A/A36/A36_R2_acquisition.gdf,59000512,59000512,92f276c1,92f276c1,match
Signals/DATA A/A36/A36_R3_onlineT.gdf,BCI Database/Signals/DATA A/A36/A36_R3_onlineT.gdf,59000512,59000512,fe5f8fc7,fe5f8fc7,match
Signals/DATA A/A36/A36_R4_onlineT.gdf,BCI Database/Signals/DATA A/A36/A36_R4_onlineT.gdf,59000512,59000512,177e28dd,177e28dd,match
Signals/DATA A/A36/A36_R5_onlineT.gdf,BCI Database/Signals/DATA A/A36/A36_R5_onlineT.gdf,59000512,59000512,fa86d1b2,fa86d1b2,match
Signals/DATA A/A36/A36_R6_onlineT.gdf,BCI Database/Signals/DATA A/A36/A36_R6_onlineT.gdf,59000512,59000512,35eedc1f,35eedc1f,match
Signals/DATA A/A36/classifier_A36.xml,BCI Database/Signals/DATA A/A36/classifier_A36.xml,995,995,e7b36738,e7b36738,match
Signals/DATA A/A36/csp-spatial-filter_A36.xml,BCI Database/Signals/DATA A/A36/csp-spatial-filter_A36.xml,2535,2535,16ac39a7,16ac39a7,match
Signals/DATA A/A36/frequency-band-selected_A36.csv,BCI Database/Signals/DATA A/A36/frequency-band-selected_A36.csv,9992,9992,1cbb69b7,1cbb69b7,match
Signals/DATA A/A36/frequency-band-selected_A36.xml,BCI Database/Signals/DATA A/A36/frequency-band-selected_A36.xml,577,577,79977ede,79977ede,match
Signals/DATA A/A37/A37_CE_baseline.gdf,BCI Database/Signals/DATA A/A37/A37_CE_baseline.gdf,24527154,24527154,6b03faf8,6b03faf8,match
Signals/DATA A/A37/A37_OE_baseline.gdf,BCI Database/Signals/DATA A/A37/A37_OE_baseline.gdf,24527154,24527154,d01ce625,d01ce625,match
Signals/DATA A/A37/A37_R1_acquisition.gdf,BCI Database/Signals/DATA A/A37/A37_R1_acquisition.gdf,59000512,59000512,1c674fa3,1c674fa3,match
Signals/DATA A/A37/A37_R2_acquisition.gdf,BCI Database/Signals/DATA A/A37/A37_R2_acquisition.gdf,59000512,59000512,5cc93cbd,5cc93cbd,match
Signals/DATA A/A37/A37_R3_onlineT.gdf,BCI Database/Signals/DATA A/A37/A37_R3_onlineT.gdf,59000512,59000512,aa314973,aa314973,match
Signals/DATA A/A37/A37_R4_onlineT.gdf,BCI Database/Signals/DATA A/A37/A37_R4_onlineT.gdf,59000512,59000512,f5ca609c,f5ca609c,match
Signals/DATA A/A37/A37_R5_onlineT.gdf,BCI Database/Signals/DATA A/A37/A37_R5_onlineT.gdf,59000512,59000512,add279d7,add279d7,match
Signals/DATA A/A37/A37_R6_onlineT.gdf,BCI Database/Signals/DATA A/A37/A37_R6_onlineT.gdf,59000512,59000512,67201b5a,67201b5a,match
Signals/DATA A/A37/classifier_A37.xml,BCI Database/Signals/DATA A/A37/classifier_A37.xml,995,995,4e36d249,4e36d249,match
Signals/DATA A/A37/csp-spatial-filter_A37.xml,BCI Database/Signals/DATA A/A37/csp-spatial-filter_A37.xml,2535,2535,6b26b695,6b26b695,match
Signals/DATA A/A37/frequency-band-selected_A37.csv,BCI Database/Signals/DATA A/A37/frequency-band-selected_A37.csv,9986,9986,056f688f,056f688f,match
Signals/DATA A/A37/frequency-band-selected_A37.xml,BCI Database/Signals/DATA A/A37/frequency-band-selected_A37.xml,577,577,80e9fe2c,80e9fe2c,match
Signals/DATA A/A38/A38_CE_baseline.gdf,BCI Database/Signals/DATA A/A38/A38_CE_baseline.gdf,24527154,24527154,e3d21fcb,e3d21fcb,match
Signals/DATA A/A38/A38_OE_baseline.gdf,BCI Database/Signals/DATA A/A38/A38_OE_baseline.gdf,24527154,24527154,76dc9880,76dc9880,match
Signals/DATA A/A38/A38_R1_acquisition.gdf,BCI Database/Signals/DATA A/A38/A38_R1_acquisition.gdf,59000512,59000512,6ca3b8cb,6ca3b8cb,match
Signals/DATA A/A38/A38_R2_acquisition.gdf,BCI Database/Signals/DATA A/A38/A38_R2_acquisition.gdf,59000512,59000512,d545bc16,d545bc16,match
Signals/DATA A/A38/A38_R3_onlineT.gdf,BCI Database/Signals/DATA A/A38/A38_R3_onlineT.gdf,59000512,59000512,e1347ba3,e1347ba3,match
Signals/DATA A/A38/A38_R4_onlineT.gdf,BCI Database/Signals/DATA A/A38/A38_R4_onlineT.gdf,59000512,59000512,a5d080ee,a5d080ee,match
Signals/DATA A/A38/A38_R5_onlineT.gdf,BCI Database/Signals/DATA A/A38/A38_R5_onlineT.gdf,59000512,59000512,7dc98a47,7dc98a47,match
Signals/DATA A/A38/A38_R6_onlineT.gdf,BCI Database/Signals/DATA A/A38/A38_R6_onlineT.gdf,59000512,59000512,23d9a0c5,23d9a0c5,match
Signals/DATA A/A38/classifier_A38.xml,BCI Database/Signals/DATA A/A38/classifier_A38.xml,995,995,99e68850,99e68850,match
Signals/DATA A/A38/csp-spatial-filter_A38.xml,BCI Database/Signals/DATA A/A38/csp-spatial-filter_A38.xml,2536,2536,aa1b56e7,aa1b56e7,match
Signals/DATA A/A38/frequency-band-selected_A38.csv,BCI Database/Signals/DATA A/A38/frequency-band-selected_A38.csv,9959,9959,09870ac7,09870ac7,match
Signals/DATA A/A38/frequency-band-selected_A38.xml,BCI Database/Signals/DATA A/A38/frequency-band-selected_A38.xml,577,577,b384a723,b384a723,match
Signals/DATA A/A39/A39_CE_baseline.gdf,BCI Database/Signals/DATA A/A39/A39_CE_baseline.gdf,24527154,24527154,ecec29dc,ecec29dc,match
Signals/DATA A/A39/A39_OE_baseline.gdf,BCI Database/Signals/DATA A/A39/A39_OE_baseline.gdf,24527154,24527154,7bb38e80,7bb38e80,match
Signals/DATA A/A39/A39_R1_acquisition.gdf,BCI Database/Signals/DATA A/A39/A39_R1_acquisition.gdf,59000512,59000512,6bc96162,6bc96162,match
Signals/DATA A/A39/A39_R2_acquisition.gdf,BCI Database/Signals/DATA A/A39/A39_R2_acquisition.gdf,59000512,59000512,629e1747,629e1747,match
Signals/DATA A/A39/A39_R3_onlineT.gdf,BCI Database/Signals/DATA A/A39/A39_R3_onlineT.gdf,59000512,59000512,760d642a,760d642a,match
Signals/DATA A/A39/A39_R4_onlineT.gdf,BCI Database/Signals/DATA A/A39/A39_R4_onlineT.gdf,59000512,59000512,92380310,92380310,match
Signals/DATA A/A39/A39_R5_onlineT.gdf,BCI Database/Signals/DATA A/A39/A39_R5_onlineT.gdf,59000512,59000512,ca7c54e0,ca7c54e0,match
Signals/DATA A/A39/A39_R6_onlineT.gdf,BCI Database/Signals/DATA A/A39/A39_R6_onlineT.gdf,59000512,59000512,4fdaa69a,4fdaa69a,match
Signals/DATA A/A39/classifier_A39.xml,BCI Database/Signals/DATA A/A39/classifier_A39.xml,995,995,e04674bb,e04674bb,match
Signals/DATA A/A39/csp-spatial-filter_A39.xml,BCI Database/Signals/DATA A/A39/csp-spatial-filter_A39.xml,2528,2528,ffe67643,ffe67643,match
Signals/DATA A/A39/frequency-band-selected_A39.csv,BCI Database/Signals/DATA A/A39/frequency-band-selected_A39.csv,9953,9953,bbc0102b,bbc0102b,match
Signals/DATA A/A39/frequency-band-selected_A39.xml,BCI Database/Signals/DATA A/A39/frequency-band-selected_A39.xml,576,576,8c647c66,8c647c66,match
Signals/DATA A/A4/A4_CE_baseline.gdf,BCI Database/Signals/DATA A/A4/A4_CE_baseline.gdf,24527154,24527154,79414535,79414535,match
Signals/DATA A/A4/A4_OE_baseline.gdf,BCI Database/Signals/DATA A/A4/A4_OE_baseline.gdf,24527154,24527154,d7ec4da9,d7ec4da9,match
Signals/DATA A/A4/A4_R1_acquisition.gdf,BCI Database/Signals/DATA A/A4/A4_R1_acquisition.gdf,59000512,59000512,67225b4c,67225b4c,match
Signals/DATA A/A4/A4_R2_acquisition.gdf,BCI Database/Signals/DATA A/A4/A4_R2_acquisition.gdf,59000512,59000512,47085684,47085684,match
Signals/DATA A/A4/A4_R3_onlineT.gdf,BCI Database/Signals/DATA A/A4/A4_R3_onlineT.gdf,59000512,59000512,5d0b19d1,5d0b19d1,match
Signals/DATA A/A4/A4_R4_onlineT.gdf,BCI Database/Signals/DATA A/A4/A4_R4_onlineT.gdf,59000512,59000512,97200444,97200444,match
Signals/DATA A/A4/A4_R5_onlineT.gdf,BCI Database/Signals/DATA A/A4/A4_R5_onlineT.gdf,59000512,59000512,9c941fde,9c941fde,match
Signals/DATA A/A4/A4_R6_onlineT.gdf,BCI Database/Signals/DATA A/A4/A4_R6_onlineT.gdf,59000512,59000512,6d218f55,6d218f55,match
Signals/DATA A/A4/classifier_A4.xml,BCI Database/Signals/DATA A/A4/classifier_A4.xml,1000,1000,cf8cf48e,cf8cf48e,match
Signals/DATA A/A4/csp-spatial-filter_A4.xml,BCI Database/Signals/DATA A/A4/csp-spatial-filter_A4.xml,2529,2529,3241a818,3241a818,match
Signals/DATA A/A4/frequency-band-selected_A4.csv,BCI Database/Signals/DATA A/A4/frequency-band-selected_A4.csv,9953,9953,fc94db7f,fc94db7f,match
Signals/DATA A/A4/frequency-band-selected_A4.xml,BCI Database/Signals/DATA A/A4/frequency-band-selected_A4.xml,577,577,bed45b59,bed45b59,match
Signals/DATA A/A40/A40_CE_baseline.gdf,BCI Database/Signals/DATA A/A40/A40_CE_baseline.gdf,24527154,24527154,982ce7ab,982ce7ab,match
Signals/DATA A/A40/A40_OE_baseline.gdf,BCI Database/Signals/DATA A/A40/A40_OE_baseline.gdf,24527154,24527154,ff83af48,ff83af48,match
Signals/DATA A/A40/A40_R1_acquisition.gdf,BCI Database/Signals/DATA A/A40/A40_R1_acquisition.gdf,59000512,59000512,cc921cce,cc921cce,match
Signals/DATA A/A40/A40_R2_acquisition.gdf,BCI Database/Signals/DATA A/A40/A40_R2_acquisition.gdf,59000512,59000512,959a0a88,959a0a88,match
Signals/DATA A/A40/A40_R3_onlineT.gdf,BCI Database/Signals/DATA A/A40/A40_R3_onlineT.gdf,46376346,46376346,e9e766b4,e9e766b4,match
Signals/DATA A/A40/A40_R4_onlineT.gdf,BCI Database/Signals/DATA A/A40/A40_R4_onlineT.gdf,59000512,59000512,110c86eb,110c86eb,match
Signals/DATA A/A40/A40_R5_onlineT.gdf,BCI Database/Signals/DATA A/A40/A40_R5_onlineT.gdf,59000512,59000512,8e107510,8e107510,match
Signals/DATA A/A40/A40_R6_onlineT.gdf,BCI Database/Signals/DATA A/A40/A40_R6_onlineT.gdf,59000512,59000512,03dcdd6a,03dcdd6a,match
Signals/DATA A/A40/classifier_A40.xml,BCI Database/Signals/DATA A/A40/classifier_A40.xml,995,995,78bd0ca2,78bd0ca2,match
Signals/DATA A/A40/csp-spatial-filter_A40.xml,BCI Database/Signals/DATA A/A40/csp-spatial-filter_A40.xml,2529,2529,d8007250,d8007250,match
Signals/DATA A/A40/frequency-band-selected_A40.csv,BCI Database/Signals/DATA A/A40/frequency-band-selected_A40.csv,9995,9995,8fed70c2,8fed70c2,match
Signals/DATA A/A40/frequency-band-selected_A40.xml,BCI Database/Signals/DATA A/A40/frequency-band-selected_A40.xml,575,575,a28c91d1,a28c91d1,match
Signals/DATA A/A41/A41_CE_baseline.gdf,BCI Database/Signals/DATA A/A41/A41_CE_baseline.gdf,24527154,24527154,a5a72fb2,a5a72fb2,match
Signals/DATA A/A41/A41_OE_baseline.gdf,BCI Database/Signals/DATA A/A41/A41_OE_baseline.gdf,24527154,24527154,f62e6f65,f62e6f65,match
Signals/DATA A/A41/A41_R1_acquisition.gdf,BCI Database/Signals/DATA A/A41/A41_R1_acquisition.gdf,59000512,59000512,a9617eb7,a9617eb7,match
Signals/DATA A/A41/A41_R2_acquisition.gdf,BCI Database/Signals/DATA A/A41/A41_R2_acquisition.gdf,59000512,59000512,8660ce6c,8660ce6c,match
Signals/DATA A/A41/A41_R3_onlineT.gdf,BCI Database/Signals/DATA A/A41/A41_R3_onlineT.gdf,59000512,59000512,9a9ed0fb,9a9ed0fb,match
Signals/DATA A/A41/A41_R4_onlineT.gdf,BCI Database/Signals/DATA A/A41/A41_R4_onlineT.gdf,59000512,59000512,a54cae15,a54cae15,match
Signals/DATA A/A41/A41_R5_onlineT.gdf,BCI Database/Signals/DATA A/A41/A41_R5_onlineT.gdf,59000512,59000512,47c04255,47c04255,match
Signals/DATA A/A41/A41_R6_onlineT.gdf,BCI Database/Signals/DATA A/A41/A41_R6_onlineT.gdf,59000512,59000512,11598a73,11598a73,match
Signals/DATA A/A41/classifier_A41.xml,BCI Database/Signals/DATA A/A41/classifier_A41.xml,998,998,1af46f64,1af46f64,match
Signals/DATA A/A41/csp-spatial-filter_A41.xml,BCI Database/Signals/DATA A/A41/csp-spatial-filter_A41.xml,2537,2537,73bf101c,73bf101c,match
Signals/DATA A/A41/frequency-band-selected_A41.csv,BCI Database/Signals/DATA A/A41/frequency-band-selected_A41.csv,9979,9979,e4437b40,e4437b40,match
Signals/DATA A/A41/frequency-band-selected_A41.xml,BCI Database/Signals/DATA A/A41/frequency-band-selected_A41.xml,577,577,fc083b68,fc083b68,match
Signals/DATA A/A42/A42_CE_baseline.gdf,BCI Database/Signals/DATA A/A42/A42_CE_baseline.gdf,24527154,24527154,6c68d568,6c68d568,match
Signals/DATA A/A42/A42_OE_baseline.gdf,BCI Database/Signals/DATA A/A42/A42_OE_baseline.gdf,24527154,24527154,0a48033d,0a48033d,match
Signals/DATA A/A42/A42_R1_acquisition.gdf,BCI Database/Signals/DATA A/A42/A42_R1_acquisition.gdf,59000512,59000512,5ab1a564,5ab1a564,match
Signals/DATA A/A42/A42_R2_acquisition.gdf,BCI Database/Signals/DATA A/A42/A42_R2_acquisition.gdf,59000512,59000512,06325c23,06325c23,match
Signals/DATA A/A42/A42_R3_onlineT.gdf,BCI Database/Signals/DATA A/A42/A42_R3_onlineT.gdf,59000518,59000518,ed65d14b,ed65d14b,match
Signals/DATA A/A42/A42_R4_onlineT.gdf,BCI Database/Signals/DATA A/A42/A42_R4_onlineT.gdf,59000518,59000518,f4f67a2b,f4f67a2b,match
Signals/DATA A/A42/A42_R5_onlineT.gdf,BCI Database/Signals/DATA A/A42/A42_R5_onlineT.gdf,59000518,59000518,d0669e4b,d0669e4b,match
Signals/DATA A/A42/A42_R6_onlineT.gdf,BCI Database/Signals/DATA A/A42/A42_R6_onlineT.gdf,59000518,59000518,fd7f2442,fd7f2442,match
Signals/DATA A/A42/classifier_A42.xml,BCI Database/Signals/DATA A/A42/classifier_A42.xml,995,995,89447881,89447881,match
Signals/DATA A/A42/csp-spatial-filter_A42.xml,BCI Database/Signals/DATA A/A42/csp-spatial-filter_A42.xml,2536,2536,3def7338,3def7338,match
Signals/DATA A/A42/frequency-band-selected_A42.csv,BCI Database/Signals/DATA A/A42/frequency-band-selected_A42.csv,9986,9986,349617b3,349617b3,match
Signals/DATA A/A42/frequency-band-selected_A42.xml,BCI Database/Signals/DATA A/A42/frequency-band-selected_A42.xml,576,576,74de4b7a,74de4b7a,match
Signals/DATA A/A43/A43_CE_baseline.gdf,BCI Database/Signals/DATA A/A43/A43_CE_baseline.gdf,24527154,24527154,8430fa6d,8430fa6d,match
Signals/DATA A/A43/A43_OE_baseline.gdf,BCI Database/Signals/DATA A/A43/A43_OE_baseline.gdf,24527154,24527154,3d30b823,3d30b823,match
Signals/DATA A/A43/A43_R1_acquisition.gdf,BCI Database/Signals/DATA A/A43/A43_R1_acquisition.gdf,59000512,59000512,3a660215,3a660215,match
Signals/DATA A/A43/A43_R2_acquisition.gdf,BCI Database/Signals/DATA A/A43/A43_R2_acquisition.gdf,58861242,58861242,f291e972,f291e972,match
Signals/DATA A/A43/A43_R3_onlineT.gdf,BCI Database/Signals/DATA A/A43/A43_R3_onlineT.gdf,58943168,58943168,6f363be4,6f363be4,match
Signals/DATA A/A43/A43_R4_onlineT.gdf,BCI Database/Signals/DATA A/A43/A43_R4_onlineT.gdf,58787520,58787520,53801ec7,53801ec7,match
Signals/DATA A/A43/A43_R5_onlineT.gdf,BCI Database/Signals/DATA A/A43/A43_R5_onlineT.gdf,59000518,59000518,f7d2de4f,f7d2de4f,match
Signals/DATA A/A43/A43_R6_onlineT.gdf,BCI Database/Signals/DATA A/A43/A43_R6_onlineT.gdf,59000518,59000518,8c7fbf29,8c7fbf29,match
Signals/DATA A/A43/classifier_A43.xml,BCI Database/Signals/DATA A/A43/classifier_A43.xml,995,995,75a61cb6,75a61cb6,match
Signals/DATA A/A43/csp-spatial-filter_A43.xml,BCI Database/Signals/DATA A/A43/csp-spatial-filter_A43.xml,2533,2533,18986148,18986148,match
Signals/DATA A/A43/frequency-band-selected_A43.csv,BCI Database/Signals/DATA A/A43/frequency-band-selected_A43.csv,9946,9946,46e32166,46e32166,match
Signals/DATA A/A43/frequency-band-selected_A43.xml,BCI Database/Signals/DATA A/A43/frequency-band-selected_A43.xml,577,577,3ff08342,3ff08342,match
Signals/DATA A/A44/A44_CE_baseline.gdf,BCI Database/Signals/DATA A/A44/A44_CE_baseline.gdf,24527154,24527154,642e2d20,642e2d20,match
Signals/DATA A/A44/A44_OE_baseline.gdf,BCI Database/Signals/DATA A/A44/A44_OE_baseline.gdf,24527154,24527154,75735ddf,75735ddf,match
Signals/DATA A/A44/A44_R1_acquisition.gdf,BCI Database/Signals/DATA A/A44/A44_R1_acquisition.gdf,59000512,59000512,7ed38648,7ed38648,match
Signals/DATA A/A44/A44_R2_acquisition.gdf,BCI Database/Signals/DATA A/A44/A44_R2_acquisition.gdf,59000512,59000512,60442e19,60442e19,match
Signals/DATA A/A44/A44_R3_onlineT.gdf,BCI Database/Signals/DATA A/A44/A44_R3_onlineT.gdf,59000518,59000518,24d61bd5,24d61bd5,match
Signals/DATA A/A44/A44_R4_onlineT.gdf,BCI Database/Signals/DATA A/A44/A44_R4_onlineT.gdf,59000518,59000518,329b88a3,329b88a3,match
Signals/DATA A/A44/A44_R5_onlineT.gdf,BCI Database/Signals/DATA A/A44/A44_R5_onlineT.gdf,59000518,59000518,e79051a1,e79051a1,match
Signals/DATA A/A44/A44_R6_onlineT.gdf,BCI Database/Signals/DATA A/A44/A44_R6_onlineT.gdf,59000518,59000518,2ff1c9a1,2ff1c9a1,match
Signals/DATA A/A44/classifier_A44.xml,BCI Database/Signals/DATA A/A44/classifier_A44.xml,995,995,1acc7d4b,1acc7d4b,match
Signals/DATA A/A44/csp-spatial-filter_A44.xml,BCI Database/Signals/DATA A/A44/csp-spatial-filter_A44.xml,2542,2542,57a6ddd6,57a6ddd6,match
Signals/DATA A/A44/frequency-band-selected_A44.csv,BCI Database/Signals/DATA A/A44/frequency-band-selected_A44.csv,9972,9972,bb1acf54,bb1acf54,match
Signals/DATA A/A44/frequency-band-selected_A44.xml,BCI Database/Signals/DATA A/A44/frequency-band-selected_A44.xml,577,577,ab6455d0,ab6455d0,match
Signals/DATA A/A45/A45_CE_baseline.gdf,BCI Database/Signals/DATA A/A45/A45_CE_baseline.gdf,24527154,24527154,45caf194,45caf194,match
Signals/DATA A/A45/A45_OE_baseline.gdf,BCI Database/Signals/DATA A/A45/A45_OE_baseline.gdf,24527154,24527154,9c246881,9c246881,match
Signals/DATA A/A45/A45_R1_acquisition.gdf,BCI Database/Signals/DATA A/A45/A45_R1_acquisition.gdf,59000512,59000512,1f1f231e,1f1f231e,match
Signals/DATA A/A45/A45_R2_acquisition.gdf,BCI Database/Signals/DATA A/A45/A45_R2_acquisition.gdf,59000512,59000512,1ac476c0,1ac476c0,match
Signals/DATA A/A45/A45_R3_onlineT.gdf,BCI Database/Signals/DATA A/A45/A45_R3_onlineT.gdf,59000518,59000518,eb7bd6e4,eb7bd6e4,match
Signals/DATA A/A45/A45_R4_onlineT.gdf,BCI Database/Signals/DATA A/A45/A45_R4_onlineT.gdf,59000518,59000518,60dca962,60dca962,match
Signals/DATA A/A45/A45_R5_onlineT.gdf,BCI Database/Signals/DATA A/A45/A45_R5_onlineT.gdf,58828480,58828480,91d02f6c,91d02f6c,match
Signals/DATA A/A45/A45_R6_onlineT.gdf,BCI Database/Signals/DATA A/A45/A45_R6_onlineT.gdf,59000518,59000518,571ceb8d,571ceb8d,match
Signals/DATA A/A45/classifier_A45.xml,BCI Database/Signals/DATA A/A45/classifier_A45.xml,995,995,68120958,68120958,match
Signals/DATA A/A45/csp-spatial-filter_A45.xml,BCI Database/Signals/DATA A/A45/csp-spatial-filter_A45.xml,2533,2533,515d2567,515d2567,match
Signals/DATA A/A45/frequency-band-selected_A45.csv,BCI Database/Signals/DATA A/A45/frequency-band-selected_A45.csv,9961,9961,ea8dc894,ea8dc894,match
Signals/DATA A/A45/frequency-band-selected_A45.xml,BCI Database/Signals/DATA A/A45/frequency-band-selected_A45.xml,577,577,b621242c,b621242c,match
Signals/DATA A/A46/A46_CE_baseline.gdf,BCI Database/Signals/DATA A/A46/A46_CE_baseline.gdf,24527154,24527154,9de22489,9de22489,match
Signals/DATA A/A46/A46_OE_baseline.gdf,BCI Database/Signals/DATA A/A46/A46_OE_baseline.gdf,24527154,24527154,a4031f12,a4031f12,match
Signals/DATA A/A46/A46_R1_acquisition.gdf,BCI Database/Signals/DATA A/A46/A46_R1_acquisition.gdf,59000512,59000512,08fd612a,08fd612a,match
Signals/DATA A/A46/A46_R2_acquisition.gdf,BCI Database/Signals/DATA A/A46/A46_R2_acquisition.gdf,59000512,59000512,d5a4e7ee,d5a4e7ee,match
Signals/DATA A/A46/A46_R3_onlineT.gdf,BCI Database/Signals/DATA A/A46/A46_R3_onlineT.gdf,59000518,59000518,7358676a,7358676a,match
Signals/DATA A/A46/A46_R4_onlineT.gdf,BCI Database/Signals/DATA A/A46/A46_R4_onlineT.gdf,59000518,59000518,945d2a0d,945d2a0d,match
Signals/DATA A/A46/A46_R5_onlineT.gdf,BCI Database/Signals/DATA A/A46/A46_R5_onlineT.gdf,59000518,59000518,5ea868d9,5ea868d9,match
Signals/DATA A/A46/A46_R6_onlineT.gdf,BCI Database/Signals/DATA A/A46/A46_R6_onlineT.gdf,59000518,59000518,e4c0a93d,e4c0a93d,match
Signals/DATA A/A46/classifier_A46.xml,BCI Database/Signals/DATA A/A46/classifier_A46.xml,999,999,bf6878a9,bf6878a9,match
Signals/DATA A/A46/csp-spatial-filter_A46.xml,BCI Database/Signals/DATA A/A46/csp-spatial-filter_A46.xml,2534,2534,330da39c,330da39c,match
Signals/DATA A/A46/frequency-band-selected_A46.csv,BCI Database/Signals/DATA A/A46/frequency-band-selected_A46.csv,9993,9993,69b39833,69b39833,match
